long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
1,13.94,5.75,1,1,0,0,Male
0,14.49,6.48,1,0,0,0,Male
0,16.11,6.32,1,0,1,1,Male
0,14.89,6.15,0,0,0,0,Male
0,13.17,5.66,0,0,0,0,Female
0,14.0,5.85,1,1,1,0,Male
1,13.72,5.88,1,1,0,1,Female
1,12.14,5.3,0,0,0,0,Female
1,14.7,6.24,1,0,0,0,Female
1,10.95,5.26,0,0,0,0,Female
0,14.65,7.47,1,0,1,1,Male
1,12.95,6.34,0,1,1,0,Female
1,15.33,6.05,0,1,1,0,Male
1,13.36,6.28,1,0,0,0,Female
1,13.35,5.9,0,1,0,0,Female
0,14.0,5.52,0,0,1,0,Male
1,13.44,6.99,0,1,1,0,Male
0,14.27,5.75,1,1,1,1,Male
0,14.03,5.0,1,0,0,1,Female
1,11.92,6.56,0,0,0,0,Female
0,12.47,7.37,1,0,1,0,Male
0,14.7,5.62,1,0,1,1,Male
1,14.32,6.81,1,1,1,1,Male
1,12.88,6.55,1,1,0,1,Male
1,12.61,6.66,0,0,0,0,Female
0,13.14,6.78,1,1,1,1,Male
1,13.28,6.05,1,1,0,1,Male
0,13.68,5.65,1,1,1,1,Male
1,13.73,6.27,1,1,1,1,Male
1,11.46,5.25,1,0,0,1,Female
1,13.24,6.06,1,1,0,0,Male
1,13.04,5.19,0,1,1,0,Female
1,14.17,6.46,0,1,0,1,Male
0,13.68,5.84,1,1,1,1,Male
1,11.96,5.08,0,0,1,0,Female
1,14.51,6.17,1,1,1,0,Male
0,11.94,5.5,0,0,0,0,Female
1,12.51,5.55,0,1,1,0,Female
1,14.61,5.91,1,0,1,1,Male
0,11.86,5.25,1,1,1,0,Female
1,13.59,5.34,0,0,1,1,Female
0,13.39,5.99,0,1,1,1,Female
1,12.98,6.1,0,0,0,0,Female
1,13.52,6.41,1,1,1,0,Female
1,11.84,5.93,0,1,0,1,Female
0,14.66,5.77,0,0,1,1,Female
0,14.92,5.99,0,1,0,0,Female
0,13.58,6.45,1,1,1,0,Male
1,13.92,6.15,1,1,1,1,Male
1,12.6,4.81,0,0,0,0,Female
1,13.57,6.11,1,1,1,1,Male
0,14.43,5.81,0,0,0,1,Female
0,12.54,6.09,0,0,0,0,Female
1,12.33,6.14,1,1,1,1,Male
0,11.39,5.68,1,1,0,1,Female
0,15.06,5.27,0,1,0,1,Female
1,12.47,6.45,0,0,0,1,Female
1,12.81,6.01,1,0,1,0,Female
0,12.34,6.44,0,1,1,1,Male
0,13.95,5.48,0,0,0,0,Female
1,12.22,5.9,0,1,0,1,Female
1,12.51,5.24,0,0,0,0,Female
0,13.95,6.17,0,1,1,0,Male
1,11.94,5.41,1,0,0,1,Female
1,12.86,6.25,1,1,1,1,Male
0,14.35,5.97,1,1,1,1,Male
0,13.43,6.23,1,0,0,1,Female
1,13.13,4.95,0,0,0,0,Female
0,15.61,6.46,0,1,1,0,Male
1,12.61,5.79,0,0,0,1,Female
0,14.06,6.83,1,1,1,1,Male
0,15.42,6.07,1,0,0,0,Male
1,13.21,5.7,0,1,1,0,Female
1,13.12,5.82,0,0,1,1,Female
1,14.51,6.91,1,1,1,1,Male
0,12.84,6.24,1,1,1,1,Male
0,15.41,6.34,1,1,0,0,Male
0,13.18,6.91,1,0,1,0,Male
1,13.33,5.42,1,0,1,0,Female
1,10.73,5.68,1,1,0,0,Female
1,11.41,4.9,1,1,0,1,Female
1,12.39,6.43,0,0,0,0,Female
1,12.44,6.26,0,0,0,0,Female
0,14.78,6.45,1,1,0,0,Male
1,13.75,5.9,0,1,0,0,Female
1,13.0,6.48,0,0,0,0,Female
0,12.79,5.3,0,0,0,0,Female
1,11.74,5.24,0,1,0,1,Female
0,12.96,6.23,0,0,0,0,Female
0,14.86,6.51,1,1,1,0,Male
1,14.37,6.26,0,1,0,1,Male
1,14.29,6.48,1,1,1,1,Male
1,13.24,6.54,0,0,0,1,Female
1,11.95,5.91,0,0,1,1,Male
1,14.31,6.82,1,0,0,0,Male
1,11.96,5.12,1,0,0,1,Female
0,12.19,6.03,1,0,0,0,Female
1,13.72,4.99,0,1,0,1,Female
1,15.56,6.31,0,0,1,1,Male
0,14.08,5.15,1,0,1,1,Male
1,12.18,6.42,0,1,0,0,Female
1,13.19,5.57,0,1,0,0,Female
0,14.56,5.77,1,0,1,0,Male
0,14.4,5.83,1,0,1,0,Male
1,15.74,5.6,1,1,0,1,Female
1,12.28,5.67,0,1,0,0,Female
1,13.97,6.3,1,0,0,0,Male
1,14.55,5.52,1,1,1,1,Female
1,13.96,6.2,0,1,1,0,Male
0,11.66,5.79,1,1,1,0,Male
0,14.43,5.97,0,1,0,0,Male
1,13.88,6.15,1,1,1,1,Male
0,15.89,5.04,0,0,0,0,Female
1,13.7,5.79,1,0,0,0,Female
0,12.57,6.34,0,1,0,1,Male
1,15.93,6.41,0,1,0,1,Male
0,13.9,5.59,1,0,0,1,Male
0,13.85,6.5,1,1,1,0,Male
0,13.03,6.11,0,0,1,1,Male
1,12.8,5.66,0,0,0,1,Female
0,13.31,6.0,0,0,1,1,Female
1,13.54,5.14,0,0,0,0,Female
1,12.1,4.53,1,0,0,0,Female
0,14.55,5.88,1,1,1,1,Male
0,13.64,6.96,1,1,1,1,Male
1,12.55,5.9,1,1,1,1,Male
0,13.8,6.48,1,0,1,1,Male
1,13.76,6.21,1,0,0,1,Male
1,14.42,5.35,0,1,0,0,Female
0,14.31,6.75,1,0,1,1,Male
1,12.89,5.98,0,1,0,0,Female
0,13.19,4.91,0,0,0,0,Female
0,13.06,5.32,1,0,0,0,Female
1,14.25,5.84,0,0,0,1,Female
0,15.39,6.99,0,0,1,1,Male
1,12.46,5.37,1,1,0,0,Female
0,14.05,4.59,0,0,1,1,Female
1,14.23,6.0,1,0,1,1,Female
0,14.38,6.07,1,1,1,0,Male
0,14.16,5.63,1,0,0,1,Male
0,15.61,5.83,1,1,1,0,Male
1,13.28,5.49,0,1,0,0,Female
1,14.01,4.91,0,1,0,1,Female
0,14.47,6.44,0,1,0,1,Male
1,13.95,4.51,0,1,0,0,Female
0,13.6,6.35,1,1,1,1,Male
0,13.94,5.15,0,1,0,1,Male
1,12.0,5.31,0,0,0,0,Female
1,13.57,5.81,0,0,1,0,Female
0,12.05,5.3,0,0,0,1,Female
1,14.61,6.47,1,0,1,0,Female
0,14.14,5.4,1,1,0,0,Male
0,13.68,6.57,1,1,1,1,Male
0,14.5,6.58,1,0,0,1,Male
0,12.38,5.68,0,1,1,1,Male
1,13.89,6.28,0,0,0,1,Male
1,14.0,6.08,0,1,0,1,Female
0,13.69,4.88,0,1,1,1,Male
0,13.83,5.77,1,0,1,1,Male
1,12.41,5.99,1,0,1,1,Male
0,12.39,5.51,0,0,0,1,Female
1,12.87,6.64,0,0,0,0,Female
1,13.33,6.05,1,1,1,0,Female
1,12.06,6.65,0,0,1,1,Female
1,14.2,6.03,1,0,1,1,Male
0,14.48,5.84,0,1,1,0,Male
0,12.67,5.19,1,0,1,0,Female
1,14.31,5.8,0,0,0,0,Female
0,12.42,6.34,1,1,0,1,Male
0,13.11,6.01,0,1,0,1,Male
0,13.66,5.6,0,0,0,1,Female
0,12.43,4.67,0,1,0,0,Female
0,12.08,6.33,1,0,0,1,Female
1,10.92,5.67,0,1,0,1,Female
0,13.91,6.58,1,0,0,1,Male
0,13.59,6.43,1,1,0,0,Male
0,14.13,6.46,0,0,1,1,Male
1,14.16,5.98,1,0,0,1,Female
1,12.38,6.14,0,0,0,0,Female
0,13.32,6.31,0,1,1,1,Male
0,15.11,7.5,1,0,1,1,Male
1,15.42,5.66,1,1,0,0,Male
1,13.87,6.01,1,0,1,0,Male
0,12.34,5.34,0,0,1,1,Female
0,13.48,6.37,0,0,1,1,Male
1,13.82,6.68,0,1,1,0,Male
0,14.51,6.38,0,0,1,1,Male
1,12.99,6.99,1,1,1,0,Male
1,13.23,5.8,1,1,1,1,Male
0,14.51,6.97,1,1,1,0,Male
0,14.94,6.89,1,0,1,0,Male
1,13.33,6.12,0,0,0,1,Female
1,11.77,6.59,0,0,0,0,Female
1,13.15,6.18,0,1,0,1,Female
1,13.6,5.34,0,1,0,1,Female
0,13.73,5.36,1,0,0,1,Male
1,13.69,6.47,0,0,0,0,Female
1,14.24,5.11,1,0,1,0,Female
1,14.87,6.71,1,1,1,1,Male
0,14.16,6.19,1,1,0,1,Male
1,13.43,6.54,1,0,1,0,Female
1,14.16,5.48,0,0,0,0,Female
0,12.55,6.38,0,1,1,0,Male
1,12.92,6.56,0,1,0,0,Female
1,13.06,6.52,0,0,1,1,Male
1,12.64,6.54,0,1,1,1,Male
0,13.79,6.64,0,0,1,1,Male
0,13.04,6.73,1,1,1,1,Male
1,11.08,5.5,1,0,1,1,Female
0,14.69,6.05,1,1,1,0,Male
0,15.0,5.35,1,1,1,0,Male
0,13.59,5.14,0,1,1,0,Female
1,13.69,6.19,1,1,1,1,Male
1,13.04,6.2,0,0,0,0,Female
1,12.85,6.07,0,1,0,1,Female
1,11.46,5.87,0,1,0,1,Female
0,14.57,5.7,1,1,1,1,Male
1,13.2,5.8,0,0,0,0,Female
1,14.31,6.1,0,0,0,0,Female
0,13.6,6.21,0,1,0,1,Male
1,13.62,5.76,0,0,0,1,Female
1,14.58,5.63,0,0,0,1,Female
1,13.33,6.53,1,0,0,0,Female
0,12.88,6.13,0,0,0,0,Female
1,12.18,6.0,0,0,0,1,Female
1,12.45,6.11,1,1,1,1,Male
1,13.53,5.79,0,1,1,1,Female
1,12.06,5.62,0,0,0,1,Female
0,13.72,6.0,1,1,0,0,Male
0,14.31,6.03,0,1,1,0,Male
0,13.99,6.31,1,1,0,1,Male
1,14.85,5.67,1,1,0,1,Female
0,13.2,5.62,1,1,1,1,Male
0,14.42,5.4,0,1,0,0,Female
1,13.49,5.5,1,0,0,0,Female
0,12.57,6.14,0,0,1,0,Male
1,16.19,7.3,1,0,0,1,Male
1,14.89,5.64,0,0,0,1,Female
0,14.22,6.68,0,1,1,1,Male
1,12.1,5.03,1,1,0,1,Female
0,13.6,5.71,0,0,1,1,Male
1,14.42,5.38,1,0,0,1,Male
0,13.18,6.71,1,1,1,1,Male
1,11.48,5.92,0,1,0,1,Female
0,13.73,5.47,1,1,0,1,Male
1,12.43,5.04,0,1,0,0,Female
1,13.01,6.13,0,0,0,1,Female
0,13.73,6.13,0,1,0,0,Female
0,14.49,5.38,0,0,1,1,Female
1,14.18,5.47,1,0,1,0,Male
0,12.28,6.52,0,1,0,0,Female
1,13.37,5.32,0,0,0,0,Female
1,14.19,6.18,1,0,1,1,Male
0,11.67,5.9,0,0,0,0,Female
0,14.12,5.72,1,1,1,1,Male
1,14.86,6.08,0,0,0,0,Female
0,14.65,6.43,0,1,0,0,Male
1,11.41,5.96,1,0,1,1,Female
0,14.72,6.23,1,1,0,1,Male
0,11.79,5.78,0,1,0,0,Female
0,13.86,5.46,0,0,1,1,Female
0,12.91,5.8,0,1,1,1,Male
0,15.27,6.43,0,1,0,0,Male
0,11.22,6.65,0,1,1,0,Male
0,13.91,7.07,0,1,1,0,Male
1,13.01,5.07,1,1,1,0,Female
1,12.23,5.23,1,0,0,0,Female
0,14.4,6.87,1,1,1,0,Male
1,14.14,5.95,0,1,0,0,Female
1,13.63,7.08,1,1,1,1,Male
0,14.95,5.94,0,1,0,0,Male
1,13.29,5.97,1,1,1,0,Female
1,13.32,5.49,1,0,0,1,Female
1,11.83,5.76,0,0,0,1,Female
1,11.32,6.53,0,1,0,0,Female
0,12.41,7.08,0,0,1,0,Female
1,13.4,5.93,0,0,0,0,Female
0,12.27,5.97,0,0,0,1,Female
0,13.66,7.21,1,1,1,1,Male
0,16.5,6.56,1,0,1,0,Male
0,14.02,7.26,0,0,1,1,Male
0,13.04,6.73,1,1,1,0,Male
1,13.37,5.64,1,0,0,1,Male
0,12.96,5.54,1,1,0,0,Female
1,15.61,5.81,1,1,1,0,Male
0,15.59,6.3,1,1,1,0,Male
1,12.98,6.26,1,1,1,1,Male
0,13.77,5.49,1,1,0,1,Male
0,14.1,5.89,1,1,0,1,Male
0,13.04,7.4,1,1,1,1,Male
1,12.24,6.42,1,1,1,0,Male
0,12.89,5.85,0,1,1,1,Female
1,11.99,6.12,1,1,0,0,Female
0,13.61,6.1,1,1,1,0,Male
1,13.35,5.5,0,0,0,1,Female
1,13.85,5.08,0,1,1,1,Female
1,14.13,5.99,0,1,0,0,Female
1,12.59,6.3,1,0,0,1,Female
0,14.73,5.17,1,0,1,0,Male
1,13.49,5.95,0,0,0,1,Female
1,13.33,6.49,0,1,0,0,Female
1,12.52,5.87,0,1,1,0,Female
0,14.55,5.99,0,0,0,0,Male
0,12.87,7.38,1,0,1,0,Male
0,15.26,5.77,1,0,1,0,Male
1,15.43,7.0,1,1,0,1,Male
1,13.28,6.41,1,1,1,0,Male
1,14.19,6.7,1,0,0,1,Male
0,14.64,6.67,0,1,1,0,Male
1,14.1,5.39,0,0,0,0,Female
1,13.69,5.46,0,0,1,1,Female
0,12.45,6.4,0,1,0,1,Female
0,12.53,5.73,1,0,1,1,Male
1,14.46,6.53,1,0,1,1,Male
1,12.9,7.16,0,0,1,0,Male
1,14.94,4.96,1,1,0,0,Male
0,13.33,6.03,1,0,1,1,Male
1,12.9,5.61,0,1,0,0,Female
1,11.77,6.78,0,0,0,1,Female
0,14.5,6.14,0,0,1,1,Male
1,12.92,6.0,1,0,1,0,Male
0,12.99,6.64,1,0,1,1,Male
0,13.4,7.12,1,1,1,1,Male
0,13.73,6.02,0,0,1,0,Female
0,14.36,5.93,0,1,1,1,Male
1,13.16,5.39,1,1,0,0,Male
0,12.83,6.58,0,1,0,0,Male
1,14.28,7.11,1,1,1,1,Male
1,14.34,5.01,0,0,0,1,Female
0,16.16,7.1,1,1,1,1,Male
1,14.04,6.19,0,1,1,0,Male
0,12.38,6.38,0,1,0,0,Female
1,12.25,6.02,0,0,0,0,Female
0,13.26,5.1,1,0,1,1,Female
0,12.88,6.63,1,1,1,1,Male
0,15.19,6.78,1,1,0,1,Male
1,12.15,4.76,1,0,1,1,Female
0,12.78,5.68,1,0,1,1,Female
0,12.2,5.53,1,0,0,0,Female
0,14.6,5.37,0,0,0,0,Female
0,14.8,5.95,1,0,0,1,Female
1,10.98,5.13,1,0,0,1,Female
0,14.22,6.33,1,0,1,1,Male
0,14.01,6.41,0,1,1,1,Male
1,12.6,6.26,1,0,1,0,Male
0,12.34,5.14,0,0,1,1,Female
0,12.76,4.95,0,0,0,1,Female
0,12.25,5.84,0,0,0,0,Female
0,12.58,5.56,0,0,0,1,Female
1,11.79,7.15,0,1,0,0,Female
1,12.89,5.93,0,1,0,0,Female
0,14.33,6.71,1,1,1,0,Male
0,14.15,6.4,0,0,1,1,Male
1,11.75,5.09,0,0,0,0,Female
0,12.87,6.27,1,0,1,1,Male
1,12.32,5.66,1,1,0,1,Female
0,14.11,6.58,1,1,1,0,Male
0,14.08,5.75,0,0,1,1,Female
1,14.59,5.81,0,0,0,0,Female
1,12.73,6.81,1,1,1,1,Male
1,12.68,6.92,1,1,1,1,Male
1,12.7,5.28,1,0,0,0,Female
1,13.46,5.63,0,0,0,1,Female
1,14.83,5.77,1,1,1,1,Male
1,14.84,6.03,0,1,1,1,Male
1,13.13,4.85,1,1,1,0,Female
0,11.87,6.44,0,1,1,0,Male
1,13.38,5.84,0,1,1,0,Female
1,13.44,4.95,0,1,0,0,Female
1,13.34,6.1,0,0,1,0,Female
1,13.19,5.76,1,1,1,0,Female
0,14.37,6.25,1,1,1,1,Male
0,14.01,5.91,1,1,1,1,Male
0,14.12,5.73,0,0,0,1,Male
0,13.36,6.55,1,1,1,0,Male
0,14.98,6.83,1,1,1,0,Male
0,13.57,7.52,1,0,1,1,Male
0,12.67,6.08,0,1,1,0,Male
1,13.67,5.81,1,0,1,1,Female
0,13.65,5.91,1,1,1,0,Male
1,14.99,6.86,1,1,0,0,Male
1,13.79,5.46,0,1,0,0,Female
0,13.81,5.86,1,0,1,0,Male
0,12.75,5.85,0,1,1,1,Male
0,12.7,5.46,0,0,0,1,Female
0,13.35,6.49,0,0,1,1,Male
0,13.9,6.68,0,0,1,1,Male
0,15.48,5.86,0,0,1,1,Male
1,12.11,5.19,1,1,0,1,Female
1,12.37,5.86,1,1,1,1,Male
1,12.23,6.64,1,0,1,0,Male
1,13.49,5.09,0,1,1,1,Female
0,12.79,6.09,0,0,1,1,Male
1,13.7,5.43,0,0,1,0,Female
1,13.88,6.32,0,0,0,1,Female
0,14.17,5.6,1,0,0,1,Male
0,12.15,5.06,0,0,0,0,Female
1,12.77,5.77,0,0,0,0,Female
0,16.84,5.09,1,0,1,1,Male
1,12.33,5.45,0,0,1,0,Female
1,13.91,5.62,0,0,1,1,Female
1,14.1,6.5,1,0,1,0,Male
1,13.74,6.27,0,0,1,1,Male
0,13.17,6.21,1,1,0,1,Male
1,13.85,5.11,0,0,0,0,Female
0,12.86,5.71,1,1,1,0,Male
1,13.03,6.23,0,1,0,0,Female
0,13.98,5.96,0,1,0,1,Female
1,12.36,5.12,0,1,0,0,Female
0,11.77,6.17,0,0,1,0,Female
0,12.81,5.45,0,0,0,0,Female
0,12.94,5.6,0,1,0,1,Female
1,12.09,4.86,1,0,1,0,Female
0,12.52,6.03,0,0,0,1,Male
1,11.77,6.55,1,1,1,0,Male
1,11.85,6.2,0,0,0,1,Female
1,12.91,6.04,0,1,0,0,Female
1,14.94,6.79,1,1,1,0,Male
1,13.02,5.67,0,1,1,0,Female
1,15.13,5.71,1,1,1,0,Male
0,12.68,6.23,1,1,1,1,Male
0,14.97,5.62,1,1,1,0,Male
1,13.56,5.7,0,1,0,1,Female
1,14.05,6.31,0,0,1,1,Female
1,15.32,5.07,1,0,1,0,Male
1,14.09,6.57,0,1,0,1,Male
0,14.39,6.21,0,0,1,0,Male
0,13.14,6.89,0,1,1,1,Male
0,15.28,6.41,0,1,0,1,Male
1,14.56,6.34,0,0,0,1,Female
1,14.83,6.9,1,0,1,0,Male
1,13.25,4.98,1,1,0,0,Female
0,13.03,6.3,1,0,1,1,Male
0,12.3,4.33,0,1,0,0,Female
1,13.28,6.78,0,0,1,0,Female
1,14.14,5.56,1,0,0,1,Female
0,13.45,5.61,0,1,0,0,Female
1,12.68,5.67,0,1,1,0,Female
1,13.51,5.89,0,1,1,0,Female
0,15.02,6.09,1,1,1,1,Male
0,13.41,5.63,1,1,0,0,Female
0,13.38,6.08,1,0,1,0,Male
1,10.92,5.98,0,1,0,1,Female
1,13.8,5.22,0,1,0,1,Female
0,12.73,5.3,1,1,0,1,Male
0,14.23,5.96,1,1,0,0,Female
1,15.04,6.24,0,1,1,0,Male
0,13.06,6.16,1,1,1,1,Male
0,15.6,6.17,1,0,1,1,Male
0,12.54,6.31,1,1,0,1,Male
1,12.0,5.58,0,0,0,0,Female
1,11.75,4.49,1,0,0,0,Female
0,13.15,5.62,0,1,0,0,Male
1,11.8,6.06,0,0,0,0,Female
1,11.94,5.69,0,1,1,1,Female
0,13.81,6.4,1,1,0,1,Male
1,12.03,6.18,0,0,0,1,Female
0,13.77,6.32,1,1,1,1,Male
0,14.23,6.86,1,1,0,0,Male
0,12.85,6.8,1,0,1,1,Female
1,13.13,5.17,1,0,0,1,Female
1,15.02,6.14,0,0,1,1,Female
1,12.85,6.23,1,1,1,1,Male
1,14.52,6.92,0,0,1,1,Male
1,14.07,5.25,1,0,0,0,Female
0,13.85,5.08,1,1,1,0,Female
0,14.29,5.96,0,1,0,0,Female
1,13.28,5.9,1,1,1,1,Female
1,14.79,6.74,1,0,0,1,Male
1,14.09,5.68,0,1,0,0,Female
1,12.1,5.94,0,1,0,1,Male
0,13.17,6.6,1,0,1,1,Male
1,13.04,5.98,0,0,1,0,Female
1,12.28,5.02,1,0,0,1,Female
1,13.19,5.39,0,1,0,1,Female
0,13.76,6.52,1,1,0,1,Male
1,14.02,5.66,0,0,0,1,Female
1,12.57,5.79,0,0,1,0,Female
0,11.7,6.57,0,1,1,1,Male
0,11.69,5.76,1,1,0,0,Female
0,13.46,5.67,1,0,1,1,Male
1,12.22,5.11,0,0,0,0,Female
0,13.47,6.72,0,1,1,1,Male
1,11.85,4.85,1,0,0,0,Female
1,14.03,5.79,0,1,0,1,Female
0,14.01,7.4,1,1,1,1,Male
0,14.53,6.47,0,0,0,1,Male
1,13.69,6.04,0,0,0,1,Female
1,13.08,6.79,0,1,1,1,Male
0,13.85,6.72,1,1,1,0,Male
0,13.11,5.04,1,1,0,1,Male
0,13.18,6.3,1,1,0,1,Male
0,12.02,5.46,0,0,1,1,Female
1,12.57,6.33,1,0,0,1,Female
1,13.66,6.2,0,1,1,1,Male
0,15.08,6.26,1,1,0,1,Male
0,13.0,5.87,1,0,1,0,Male
1,12.75,6.67,1,0,0,0,Male
1,12.47,4.61,1,1,0,1,Female
1,12.81,5.71,0,0,1,1,Female
0,12.69,5.6,0,1,1,1,Male
0,12.26,6.31,0,1,0,0,Male
0,15.08,6.29,1,1,1,1,Male
1,12.99,5.41,0,1,0,1,Female
1,13.75,5.69,0,0,1,1,Male
1,12.97,5.42,0,0,1,0,Female
0,15.01,5.23,1,1,1,0,Male
1,12.49,5.4,1,0,1,0,Female
0,16.34,6.43,1,1,1,0,Male
1,13.91,5.83,0,1,0,0,Female
0,15.06,5.64,1,1,0,0,Male
0,14.81,5.68,0,1,1,1,Male
1,13.96,6.51,1,0,1,1,Male
0,12.77,5.48,0,0,1,1,Female
1,14.33,6.35,1,1,1,0,Male
1,13.85,6.44,0,1,1,1,Female
0,11.26,5.97,1,0,0,0,Female
1,14.17,5.82,1,1,1,0,Male
0,15.24,6.49,0,1,1,1,Male
0,16.07,5.69,0,1,0,0,Male
0,12.65,5.58,0,1,0,1,Female
1,15.86,7.0,0,1,1,0,Male
1,13.58,6.02,0,1,0,0,Female
1,13.93,5.68,0,0,0,1,Female
0,15.34,6.09,1,1,0,1,Male
1,13.1,6.15,0,1,0,1,Male
0,13.51,6.49,1,1,1,1,Male
0,15.74,6.82,1,1,0,1,Male
0,13.02,5.78,1,1,1,1,Male
1,12.66,6.81,1,0,1,0,Male
1,11.14,5.29,1,1,0,0,Female
1,12.3,5.92,0,0,1,0,Female
0,12.08,5.31,0,1,0,1,Female
0,13.95,6.36,1,1,1,1,Male
0,12.63,5.51,1,1,0,0,Female
1,13.18,6.58,0,0,0,1,Female
0,12.93,6.18,0,0,0,1,Female
1,14.36,6.37,0,0,0,1,Female
0,13.42,5.71,0,0,0,1,Female
0,13.1,6.02,1,1,1,1,Male
0,13.98,6.25,0,1,1,1,Male
1,12.61,6.43,1,0,0,1,Female
1,11.74,5.66,0,1,0,1,Female
1,14.21,5.0,0,1,1,0,Female
0,14.42,5.92,1,1,1,0,Male
1,14.52,6.28,1,1,0,1,Male
1,12.37,5.94,0,1,1,1,Female
0,14.46,5.42,1,1,1,1,Male
0,15.15,5.77,1,0,1,0,Male
0,13.98,4.87,0,1,1,1,Female
0,15.68,6.42,1,0,1,1,Male
1,16.4,6.41,1,0,1,0,Male
1,13.57,6.07,0,1,0,0,Female
1,13.01,6.27,1,0,1,0,Male
0,13.45,6.09,1,0,0,0,Male
1,14.21,5.09,1,0,0,1,Female
1,14.46,6.35,1,1,1,1,Male
0,14.7,5.71,1,1,1,0,Male
0,12.2,5.42,0,0,0,0,Female
1,12.34,6.02,0,1,1,0,Female
1,12.76,5.35,0,1,0,1,Female
0,14.4,5.6,1,1,0,1,Male
0,13.8,4.91,0,0,0,1,Female
0,15.02,5.7,1,1,1,1,Male
0,13.1,5.95,0,1,0,1,Female
0,15.03,6.59,1,1,0,0,Male
0,11.19,5.92,0,1,1,0,Female
1,12.56,4.89,1,0,0,1,Female
0,13.26,4.93,0,1,0,1,Female
1,13.43,6.83,1,0,0,1,Female
0,13.58,6.07,1,1,1,1,Male
1,13.68,6.08,0,0,0,0,Female
1,12.89,5.37,0,0,1,1,Female
0,13.2,6.66,1,0,1,0,Male
1,13.25,5.7,1,1,0,1,Female
0,13.55,5.98,1,1,1,0,Male
1,12.32,5.9,0,0,1,1,Female
1,12.51,5.96,0,0,0,0,Female
1,12.33,5.62,1,0,0,1,Female
0,15.24,4.91,1,1,0,0,Male
1,14.43,5.85,1,1,0,0,Female
1,13.57,5.72,0,0,0,0,Female
0,11.87,5.33,0,1,1,0,Female
0,14.1,6.47,0,1,0,0,Male
0,14.04,6.06,1,0,0,1,Male
0,12.09,5.68,0,1,0,0,Female
0,12.55,5.72,0,1,1,0,Male
0,14.34,4.5,0,1,0,1,Female
1,12.39,5.58,0,0,1,0,Female
0,13.95,5.11,0,0,1,0,Female
1,14.26,5.95,0,1,1,0,Female
1,12.27,6.02,0,0,0,0,Female
1,12.11,5.49,0,1,1,0,Female
1,12.72,5.97,0,0,0,1,Female
1,13.01,6.85,1,0,0,0,Male
1,15.27,6.67,1,1,1,1,Male
0,14.33,7.29,1,0,0,1,Male
0,14.87,6.39,1,0,1,1,Male
1,13.83,5.99,1,1,1,0,Male
0,16.68,6.33,0,1,1,0,Male
1,13.4,6.22,0,1,1,1,Male
0,11.03,5.52,1,0,0,1,Female
1,13.44,5.15,0,1,0,1,Female
0,14.72,6.09,1,0,0,0,Female
1,9.99,4.9,1,1,0,0,Female
0,14.31,5.6,1,1,1,1,Male
0,12.95,5.94,0,1,0,0,Male
0,12.15,6.12,0,1,0,0,Female
1,13.8,5.71,0,0,0,1,Female
1,14.35,6.68,1,1,1,0,Male
0,13.78,5.4,1,0,0,0,Female
1,12.63,5.88,0,1,0,1,Female
1,12.06,5.77,0,1,1,0,Female
1,13.14,4.97,0,1,0,1,Female
0,14.94,6.56,1,1,1,0,Male
1,12.61,5.43,0,0,1,0,Female
1,12.71,5.32,1,1,0,0,Female
0,14.44,5.31,1,1,1,0,Male
1,14.0,6.78,1,1,1,1,Male
1,14.15,5.31,0,0,1,1,Female
1,14.48,6.33,1,0,1,1,Male
0,12.29,5.45,1,0,0,0,Female
0,13.07,5.56,0,1,1,1,Female
0,14.61,6.3,1,1,1,0,Male
1,14.6,5.29,0,0,0,1,Female
1,14.41,6.08,1,0,0,0,Female
0,12.47,5.79,0,0,0,0,Female
1,14.78,5.62,0,0,0,0,Female
0,14.02,6.93,0,1,1,1,Male
0,13.4,6.52,1,0,1,1,Male
1,13.14,5.6,0,1,0,1,Female
0,14.35,6.33,0,1,1,1,Male
0,14.4,5.92,0,0,0,0,Female
0,14.28,4.91,0,1,0,0,Female
0,13.51,5.63,0,0,0,0,Female
1,12.86,4.95,0,0,0,1,Female
1,13.51,6.02,1,0,0,1,Female
0,13.09,5.83,1,0,1,1,Male
1,13.15,5.39,0,1,1,1,Female
1,12.3,6.05,0,1,0,1,Male
1,14.78,5.72,1,0,1,0,Male
0,13.05,6.19,0,1,0,1,Female
1,14.26,6.05,0,1,0,0,Female
1,13.93,6.28,1,0,0,1,Female
1,12.92,6.44,0,0,0,0,Female
1,14.75,5.09,1,1,0,1,Female
0,13.63,5.97,0,1,1,0,Male
1,11.08,6.44,0,1,1,1,Female
1,10.82,4.95,0,0,0,1,Female
0,13.1,6.84,0,0,1,1,Male
1,13.18,6.7,1,1,1,1,Male
1,12.37,6.13,1,1,0,1,Female
0,12.29,5.68,1,0,1,0,Male
0,14.65,6.61,0,1,0,0,Female
1,17.04,6.36,1,1,1,1,Male
0,13.03,6.93,1,1,1,1,Male
1,13.54,5.67,1,0,0,0,Female
0,13.41,6.58,1,0,0,1,Male
1,14.51,5.46,0,0,0,1,Male
1,14.65,6.26,1,1,1,1,Male
0,15.13,6.02,1,1,1,0,Male
0,13.8,6.43,1,1,1,0,Male
0,15.99,6.09,0,0,1,1,Male
1,13.93,5.73,0,1,0,1,Female
